provincia;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;30añosymás
Buenos Aires;LANUS;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;37;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;2689;21;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;2644;20;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;2695;28;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2665;17;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2705;11;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2498;72;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2412;89;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2330;132;11;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;Deambuladores;     ;116;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;Lactantes;25;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;Sala de 2;     ;     ;533;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;Sala de 3;     ;     ;     ;1834;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;Sala de 4;     ;     ;     ;     ;2071;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;2236;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LANUS;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;56;93;98;73;66;59;60;46;50;28;28;31;231
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;6559;23;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5643;1539;740;221;48;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4727;1517;557;175;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4099;1218;388;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;685;85;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;6842;383;23;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;7086;475;29;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;6830;467;62;13;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6902;517;97;16;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6846;441;107;19;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6622;1179;368;96;70;29;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6524;1375;390;147;91;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6103;1437;544;248;54;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Deambuladores;     ;30;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Lactantes;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 2;     ;     ;448;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 3;     ;     ;     ;2742;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;4204;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;4710;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;624;661;631;658;577;577;526;430;350;319;410;379;2291
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;4821;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4098;305;32;7;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3927;265;36;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3858;241;27;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;185;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;4868;35;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;5047;37;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;4891;11;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4946;6;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4821;6;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4854;151;9;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4567;238;17;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4243;278;38;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;Deambuladores;     ;174;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;Lactantes;33;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;Sala de 2;     ;     ;664;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;Sala de 3;     ;     ;     ;2535;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;Sala de 4;     ;     ;     ;     ;3389;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;3733;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;244;332;344;321;278;235;284;206;178;136;142;88;708
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;2892;10;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2463;742;331;99;14;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2173;677;221;74;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1899;559;134;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;182;13;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;3066;238;17;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;12;20;16;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;3209;335;30;9;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;3064;272;42;3;     ;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3224;309;83;19;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3113;299;81;7;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3128;656;160;75;50;52;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3007;745;204;88;38;16;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2629;837;224;89;24;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;Deambuladores;     ;48;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;Lactantes;42;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;Sala de 2;     ;     ;21;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;Sala de 3;     ;     ;     ;1307;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;2497;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;2705;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;9;16;27;36;43;35;37;57;39;42;65;49;173
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;2483;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1733;217;28;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1729;202;21;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1639;233;34;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;2551;27;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;2601;27;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;2580;30;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2621;18;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2570;17;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1949;172;13;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2042;112;27;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1811;172;21;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;Deambuladores;     ;35;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;Lactantes;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;Sala de 2;     ;     ;88;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;Sala de 3;     ;     ;     ;883;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;Sala de 4;     ;     ;     ;     ;1718;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;2018;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;7118;24;2;     ;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5516;1535;528;152;20;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4996;1300;418;83;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4199;1062;225;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;610;23;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;7530;682;94;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;22;16;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;7567;874;158;41;8;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;6997;708;189;58;18;6;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6941;710;218;80;14;1;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6784;617;170;60;7;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6924;1265;363;87;34;7;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6506;1473;502;157;38;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;MERLO;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6016;1560;477;145;33;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
